atm_iv_standard_deviation,count,coverage,mean_atm_iv,median_absolute_atm_iv_change,median_atm_iv,median_atm_iv_spread,median_relative_instability,p90_absolute_atm_iv_change,p95_absolute_atm_iv_change,target_tenor,year
0.02234530854387867,182,0.7222222222222222,0.15885373395159155,0.004489165840509846,0.15379566993252733,,0.027916875966251153,0.011791472664045273,0.015029877472237305,150,2015
0.04110191555041775,252,1.0,0.14130818647058535,0.01015947488165414,0.12984028029136352,,0.07495490176098152,0.029052906668822258,0.03514200754864698,21,2015
0.0332421557625326,252,1.0,0.1453794344557916,0.008482553149707028,0.13628785700331109,,0.053427934000410696,0.02174951186846915,0.029504443650733535,45,2015
0.02643915814613766,236,0.9365079365079365,0.15367501405162867,0.006573384125812175,0.146775603798885,,0.04216752777883667,0.015939860444923876,0.02137917608038123,90,2015
0.025652005421470565,201,0.8007968127490039,0.1583462498023218,0.0044541801568009215,0.1512708114529156,,0.02883986774431474,0.010973539709541322,0.01573226943154584,150,2016
0.04033306319412652,251,1.0,0.13220086060214878,0.007539660638670148,0.12119691405179807,,0.06148046184696349,0.025782631545601314,0.032837868438773656,21,2016
0.034128685156779526,251,1.0,0.1388868506576175,0.006728691964823202,0.13099356343096413,,0.050647580493714206,0.018496241439740074,0.02672102642549532,45,2016
0.02744748583460519,243,0.9681274900398407,0.14796631642494829,0.004701953875989151,0.14015929286788562,,0.034202440650247724,0.013510151057303504,0.018154661596074304,90,2016
0.009608952896618238,194,0.776,0.11609158118695173,0.0022656694749404044,0.11655158226932369,,0.019589680342268486,0.009833354935431277,0.01350304027530013,150,2017
0.01390780370859318,250,1.0,0.07995448954028862,0.004017435075455496,0.07812389138679768,,0.054130916696714895,0.011808143617216514,0.018916323821085688,21,2017
0.011925415312387782,250,1.0,0.08978841054546503,0.00387254233069375,0.08933099094911179,,0.04443497371770785,0.011769831906237246,0.015310444204690268,45,2017
0.010707246004557658,250,1.0,0.10499501663941475,0.0029898482760133613,0.10475340752217577,,0.02950835682521879,0.009546000844374205,0.01204126033631366,90,2017
0.02591198940271797,198,0.7857142857142857,0.1410275095768475,0.008050994490001025,0.13846268255481564,,0.05934050779932683,0.023022424456553774,0.028462703703904125,150,2018
0.05207012464722341,252,1.0,0.1305567319713285,0.009043443750502651,0.11576848521523218,,0.07919073310289193,0.02974097184110537,0.04156028896326754,21,2018
0.04290508808573068,252,1.0,0.1335541512771381,0.00776975634088671,0.12500101998542562,,0.06655578169273402,0.02305585870962561,0.03195415036890475,45,2018
0.03457878899689715,245,0.9722222222222222,0.14184548801987776,0.008456607542037253,0.1364431751145039,,0.06378316030462958,0.02176569010386599,0.027307571337944224,90,2018
0.019299196198778044,212,0.8548387096774194,0.15014383758926653,0.00800438947685217,0.1468308605402227,,0.05433687851123987,0.02163684557590489,0.027929650212790817,150,2019
0.029127869154208966,248,1.0,0.12554827867709056,0.0074570259844621845,0.11721081172370376,,0.061188183114678836,0.02260457641981672,0.02779511485268527,21,2019
0.025643068601385297,248,1.0,0.13457409023230735,0.007175418657877457,0.12705385045866446,,0.056690696217333386,0.01994496288539623,0.025751525528008197,45,2019
0.021191284753741855,233,0.9395161290322581,0.14436664074318484,0.007453040486400525,0.14004302471279692,,0.049398860300472185,0.02031829228932938,0.024344702014541815,90,2019
0.06011655880132055,241,0.964,0.2392426974074639,0.006457713196904177,0.24195111729486038,,0.030700441640196786,0.022820829107697598,0.026927251540661844,150,2020
0.12467652379704132,250,1.0,0.24212667882268676,0.013459731178921783,0.21643688440510478,,0.06308056810775592,0.04729539237956721,0.10053036273772105,21,2020
0.10719359735453053,250,1.0,0.2470402364742471,0.011800711816320641,0.2267908999290621,,0.05397487269747442,0.041616907455674146,0.07035764429964027,45,2020
0.0886249468997489,234,0.936,0.24869553134721065,0.008122733783960293,0.23655180843630713,,0.04116538013732296,0.031064373791242317,0.054462772241180304,90,2020
0.021304698714579125,252,1.0,0.18091834049142064,0.004200052063129803,0.17370476314616465,,0.024324278890320607,0.012420675725649125,0.01707702847787051,150,2021
0.03367214725960989,252,1.0,0.14052483508720748,0.008599779785620064,0.13053240286027212,,0.06472264286094633,0.030103888322997405,0.03882086476657304,21,2021
0.028307949551964758,252,1.0,0.15469228246920236,0.007371494205583737,0.14665764571223766,,0.04872407477742751,0.023380715729839633,0.02852536711457491,45,2021
0.024333616228393213,240,0.9523809523809523,0.16935370616905476,0.0053534077015428005,0.1612758596116841,,0.03140345741627899,0.016832787475421267,0.022225000249443183,90,2021
0.023435862789392362,248,0.96875,0.23226425526807193,0.006284943723530001,0.23268184010817294,,0.02758377915252442,0.01693863206651166,0.01938217282676788,150,2022
0.042020161762679836,256,1.0,0.2243368902047158,0.010964711240495334,0.22653273899071774,,0.047685673099541095,0.030377770062577247,0.03728633160082518,21,2022
0.03513062976672942,256,1.0,0.22735822166790934,0.008562896244804968,0.22861630911252184,,0.03701371384961278,0.0241998571710329,0.029192370985296215,45,2022
0.02770331806928473,248,0.96875,0.2299710748558653,0.006920014410621428,0.23064501003923576,,0.030193402058136122,0.018572341162344835,0.02187444973699845,90,2022
0.024802633082347418,246,0.984,0.16764192006924475,0.003779546968735892,0.1665368846593169,,0.022098929099933884,0.009679724923211105,0.011198954894812645,150,2023
0.03384709807755697,250,1.0,0.14617326074003756,0.00642112954277229,0.14233094706731542,,0.04533492305856047,0.01752255336598056,0.023435326373148224,21,2023
0.03035338258160834,250,1.0,0.15022919044250094,0.005114191151009792,0.1473224656993331,,0.03528051424450431,0.015175607198544142,0.019130108483528262,45,2023
0.026705404095351545,250,1.0,0.15910344600706466,0.00404115263098756,0.15661584297302833,,0.02655677877787948,0.011708761869450413,0.013697568446743634,90,2023
