atm_iv_standard_deviation,count,coverage,mean_atm_iv,median_absolute_atm_iv_change,median_atm_iv,median_atm_iv_spread,median_relative_instability,p90_absolute_atm_iv_change,p95_absolute_atm_iv_change,target_tenor,year
0.020947887357876865,252,1.0,0.12413226662459269,0.005443921686831998,0.11773539735996258,0.001743475807818716,0.0455163746736572,0.019320310856392985,0.026333060381118063,21,2013
0.016139634053984272,216,0.8571428571428571,0.13092972423263,0.0053092683407792995,0.1278907365132238,0.0010891591699795436,0.03988204946686267,0.01849453410328629,0.021837971903970122,45,2013
0.013079704018922757,237,0.9404761904761905,0.14012083883655596,0.00400589728853834,0.13767228369838302,0.0010367125840993474,0.02866872775695393,0.01350787606982445,0.017137133060096617,90,2013
0.01478933133942177,215,0.86,0.14311800750615344,0.003007195277928698,0.13999239574254838,0.0017498901903652275,0.02190683849059833,0.010738931605207834,0.014239176025410808,150,2014
0.02670668208420999,250,1.0,0.11883873154685237,0.007020591578883489,0.11257843476779983,0.0018000807277167505,0.061568277939803434,0.02137909959853391,0.02945299619945127,21,2014
0.020683945714076786,248,0.992,0.12388606586586295,0.00468205393186652,0.12020302004376557,0.0021411173829107427,0.040926728213324964,0.015872180153648396,0.020503813401466155,45,2014
0.017310197833182515,235,0.94,0.13480614051679934,0.0035937626249279153,0.13062729350374377,0.0010058426561006528,0.028128315776546033,0.012044904061574121,0.015689489133668362,90,2014
0.022787199314646178,182,0.7222222222222222,0.1659681562668051,0.005020029489835487,0.16032906602090877,0.0023802865765546882,0.030400548650286317,0.015384097952533744,0.01966279457740096,150,2015
0.04141759552739086,252,1.0,0.1464444869067337,0.010149476898868769,0.13495048486563166,0.003134584376406388,0.076268720642968,0.025324165968013856,0.033036555722686226,21,2015
0.032949949830714795,252,1.0,0.14970400707097864,0.007850037720671194,0.14121976439742556,0.003072545546378945,0.052436307395344744,0.02053902053262173,0.025704902444944968,45,2015
0.026894662329471415,236,0.9365079365079365,0.15908575904621636,0.005720475879101697,0.152383458954497,0.0019795363487754014,0.034461422041321264,0.016951077047712912,0.019418268081977746,90,2015
0.026079512455731556,201,0.8007968127490039,0.16507524960456316,0.0044625131145095,0.15733706434447234,0.0016131417704875195,0.0276319986397058,0.012119214103310414,0.016231273088242536,150,2016
0.04039729517844257,251,1.0,0.13748135789030672,0.007454683956898911,0.12471225398415665,0.0018835069720871123,0.0565359317871194,0.024188512994142222,0.03184595468486427,21,2016
0.03488594657148695,251,1.0,0.1430457700760878,0.005906058824515087,0.1341621040976784,0.0017681452072637327,0.044806216857488895,0.019215463474667543,0.024888598754383234,45,2016
0.028013238046958804,243,0.9681274900398407,0.15284219936888535,0.00440521217556078,0.144978917305085,0.00131524634482999,0.029344505830709636,0.01398383324875622,0.018841239233821357,90,2016
0.010051812461155905,194,0.776,0.12038553733922285,0.0029062912011885433,0.11867824852244217,0.001008580700644579,0.023818480401250158,0.011245509050546831,0.013620724471690243,150,2017
0.014687514201564417,250,1.0,0.08285586264477358,0.0038034694982825995,0.08096729192233115,0.001513826621364324,0.048502593823553174,0.014029035286527434,0.01776374464571488,21,2017
0.012844108199042458,250,1.0,0.09306747935102808,0.003560142232162146,0.09361737665787684,0.0010841177248977485,0.04056005765312126,0.012676114321175292,0.017369364010933464,45,2017
0.011657447229423317,250,1.0,0.10837551893890564,0.003037983846605752,0.10709369535435947,0.0008046048602549025,0.029042632178259527,0.01066598912781252,0.015055639117899748,90,2017
0.025926016458590002,198,0.7857142857142857,0.1442467133594782,0.004753813088504366,0.13945249059257933,0.0013902320762105916,0.03442883007580086,0.015131576822395847,0.018762195561812064,150,2018
0.05257777490088879,252,1.0,0.1346442349668069,0.007274528019022411,0.11877838238803248,0.0021946935105727136,0.06075675525829836,0.03012348870984524,0.04440856756264812,21,2018
0.0422404296914705,252,1.0,0.13585938519860694,0.005884402068263968,0.12702643697789312,0.0016314328632624497,0.04889857148523201,0.024411528389836668,0.032543448919495226,45,2018
0.03478093317622412,245,0.9722222222222222,0.14435433837338,0.0058084683517605346,0.13676282949441748,0.0011215583762710646,0.04024357690027311,0.01981868743488891,0.023672548304702452,90,2018
0.017130864796332777,212,0.8548387096774194,0.15224774218720105,0.004060988520683734,0.14796045063534963,0.001078987066130438,0.027299729318282246,0.01015321910029377,0.013717694185968864,150,2019
0.030056767877983056,248,1.0,0.12855883438951596,0.00600970024699813,0.12095737972347548,0.0013733189023890924,0.04790543880756413,0.024523333798695028,0.033230836025732034,21,2019
0.026271465598326615,248,1.0,0.1364248330746994,0.0061288672292116875,0.132071511377729,0.0010620972664920555,0.04731884518171672,0.019161099791633853,0.025295164722520535,45,2019
0.020399811637213904,233,0.9395161290322581,0.14589124351614902,0.0046982567133628805,0.14243225012375813,0.0008937857421957296,0.0340842811219879,0.0138861593242737,0.018526690527255668,90,2019
0.06122399775043156,241,0.964,0.244520296500631,0.006389729696216442,0.2484089762650852,0.0026906219362361483,0.031247106939872635,0.023032897453982144,0.030902810211987444,150,2020
0.1291950823335718,250,1.0,0.2485652930046604,0.012605185349735419,0.22227346371079348,0.0019072031989703225,0.06540771023246489,0.054963948166806637,0.08815695282027183,21,2020
0.10882475058380743,250,1.0,0.2516797952449512,0.010969891463084441,0.23165414974595908,0.0016096638108906158,0.04984493385701341,0.04219472021559088,0.06314937150178745,45,2020
0.0918375631794061,234,0.936,0.2536584491563903,0.007982330326416112,0.24109561584204398,0.0012294824012579753,0.0367252037888009,0.033711073147725236,0.05305372928473814,90,2020
0.02211266412174854,252,1.0,0.18553759344658646,0.00520361127697401,0.17823199595001027,0.0017873734591162677,0.02851713785240594,0.014494213943529713,0.01970881978603876,150,2021
0.0350103901715828,252,1.0,0.1448460722635064,0.008817052760850708,0.13380798712091682,0.0012448360679944426,0.06465409418995226,0.03009340955637635,0.04234427000392433,21,2021
0.0295638730828411,252,1.0,0.15860811794307184,0.0076507302466731625,0.15044809162562345,0.0011206467770885076,0.0483955831400031,0.023287018256742415,0.030314966513000873,45,2021
0.025083614960568153,240,0.9523809523809523,0.17330802476981066,0.005598447718258515,0.16480249365827926,0.0009118985761514126,0.03201303437979992,0.01966554887119561,0.024303159221053826,90,2021
0.022505859978939547,248,0.96875,0.23351733869115057,0.005567427093843724,0.23373101013185998,0.0034561345751001893,0.023030214084623454,0.017012527952022984,0.019652492679020302,150,2022
0.04329892386575918,256,1.0,0.22842168534573273,0.011265952972208518,0.23035549762374674,0.0013349625700807555,0.04566519695585145,0.03161476667524589,0.03945873563348962,21,2022
0.035553470298296225,256,1.0,0.2298137658971243,0.008578502338767877,0.22928714559159535,0.0011617414221170297,0.03818419556303129,0.024578251261015288,0.03025323897642971,45,2022
0.027587764691984987,248,0.96875,0.23136482566719854,0.0066467430118636595,0.23242547127795615,0.0014891199195262578,0.027707196962854855,0.01880283703997037,0.02263014907088461,90,2022
0.025278507874578773,246,0.984,0.16334224489103216,0.0038986464393530457,0.16160772305701088,0.0020287483549226715,0.02463533366521707,0.009399469994342977,0.011846036990433503,150,2023
0.03438266472306896,250,1.0,0.1475246920837308,0.006914402191243188,0.14273553166707093,0.0005921990250143533,0.04788573924185372,0.01706168413354824,0.024584277354529872,21,2023
0.03059053228541242,250,1.0,0.14974609439886055,0.004937086674539251,0.1459287699748894,0.0005740983270647038,0.03401938427835313,0.014835787682503885,0.01930650906405394,45,2023
0.027126449151840225,250,1.0,0.15606110134619813,0.004889519412151086,0.15155688721537525,0.0006206163409938695,0.03025861945455003,0.012313139209947987,0.01483965340478065,90,2023
